"","ID","TIMESTAMP","DIA","MES","year","ESTADO","Municipio","DE","PF","MIF","MAF","PFF","AFIF","PEF","PMF","PMUF","AMPF","DOF","CIF","PL","MIL","MAL","PFL","AFIFL","PEL","PML","PMUL","AMPL","DOL","CIL","ARL","ARC","CARG","CART","VE","AC","AP","DEL","TOR","DTRA","PRE","FCRU","ELE","TAX","DRO","VEH","VAL","asegur","corpo","team","com","arm","uni","din","veh","mar","coc","her","dr","otr","arl_d","arc_d","sedena","semar","bom","bomu","pfp","pes","pmu","min","afi","date","muncode","capital","dist_capital","NOM_MUN","pop","RANGE","MEAN","STD","party_mixed","fed_party","densidad","cartel","pct.poor","pct.extpoor","gini"
"1409",1405,1272690010,1,5,2010,28,7,0,4,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,14,1,160,1539,2,0,1,0,0,1200,0,1,0,0,0,0,0,3,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2010-05-01,28007,0,288.102454515,"Camargo",14933,113,75.3574,18.7399,"PRI",0,17.5059477314919,1,44.3,5.6,0.417
"1410",1406,1272690010,1,5,2010,28,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,1200,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2010-05-01,28040,0,252.675680114,"Valle Hermoso",63170,32,15.0827,4.24674,"PRI",0,28.1132343321578,1,49.9,4.9,0.413
"1411",1407,1272690010,1,5,2010,12,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-05-01,12006,0,78.9856116618,"Apaxtla",12389,1688,1098.36,341.073,"PRI",0,33.0863070360447,0,74.8,42.5,0.526
"1412",1408,1272690010,1,5,2010,10,25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-05-01,10025,0,234.55513313,"San Bernardo",3433,1328,1994.9,252.209,"PRD",0,0.427806515882502,1,67,17.4,0.41
"1413",1409,1272776410,2,5,2010,19,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,115,0,0,0,0,0,1201,0,0,0,0,0,1,1,10,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2010-05-02,19026,0,5.17688396113,"Guadalupe",678006,1387,538.341,212.971,"PRI",0,85.8916303642302,1,13.2,0.9,0.426
"1414",1410,1272776410,2,5,2010,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,0,1,0,0,0,1,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-05-02,18020,0,85.7586010804,"Bah<ed>a de Banderas",124205,1416,214.529,226.195,"PRI",0,34.4073115291217,1,37.6,4.4,0.424
"1415",1411,1272949210,4,5,2010,24,20,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,2,0,0,0,0,1203,0,1,0,0,0,0,0,10,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2010-05-04,24020,0,168.912460717,"Matehuala",91522,1188,1588.73,206.78,"PAN",1,34.5475819360638,1,44.2,5.8,0.428
"1416",1412,1273035610,5,5,2010,28,22,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,21,1353,1,0,1,0,0,1204,0,0,0,0,0,0,0,9,2,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,2010-05-05,28022,0,288.288952753,"Matamoros",489193,55,2.9113,8.35631,"PRI",0,16.2142540157481,1,37,4.6,0.419
"1417",1413,1273035610,5,5,2010,28,33,0,3,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,10,3,93,3623,4,0,1,0,0,1204,0,0,0,0,0,0,0,9999,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2010-05-05,28033,0,270.348903954,"R<ed>o Bravo",118259,40,21.8114,6.78914,"PRI",0,28.2683927442681,1,48.1,8,0.414
"1418",1414,1273035610,5,5,2010,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,0,0,0,0,0,1,0,9999,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010-05-05,10023,0,74.1111952906,"Pueblo Nuevo",49162,3200,1806.59,649.799,"PRI",0,8.69693554933662,1,74.8,24.6,0.476
"1419",1415,1273122010,6,5,2010,10,7,4,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,1,1,2,7,2,0,0,0,0,1205,0,0,0,0,0,1,0,6,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2010-05-06,10007,0,206.833320259,"G<U+000ED97A> Palacio",327985,663,1122.22,42.3798,"PRI",0,66.6501006214282,1,38.8,5.6,0.421
"1420",1416,1273122010,6,5,2010,25,11,2,4,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1205,0,1,0,0,0,1,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-05-06,25011,0,135.144465585,"Guasave",285912,254,13.0798,13.8155,"PRI",0,25.9491123664733,1,40.8,5.9,0.421
"1421",1417,1273208410,7,5,2010,30,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206,0,0,0,0,0,0,0,9999,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2010-05-07,30071,0,42.3404217093,"Huatusco",54561,1681,1216.95,326.665,"PRI",0,83.795896959437,1,69.9,23.2,0.48
"1422",1418,1273294810,8,5,2010,28,25,0,4,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,0,1,0,0,0,0,0,9999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010-05-08,28025,0,296.019266,"Miguel Alem<e1>n",27015,109,87.711,16.6629,"PRI",0,19.0247678627537,1,44,3.4,0.425
"1423",1419,1273294810,8,5,2010,23,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,0,1,0,1,0,0,1,9999,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010-05-08,23005,0,333.250000267,"Benito Ju<e1>rez",661176,20,6.6644,3.51832,"OTHER",0,18.7142078658634,1,26.3,3.2,0.448
"1424",1420,1273294810,8,5,2010,28,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,241,22175,2,0,1,0,0,1207,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2010-05-08,28035,0,158.252212983,"San Fernando",57220,211,26.8212,35.8009,"PRI",0,10.1596268952802,1,60.4,12.3,0.397
"1425",1421,1273381210,9,5,2010,28,35,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,282,1,0,1,0,0,1208,0,0,0,0,0,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2010-05-09,28035,0,158.252212983,"San Fernando",57220,211,26.8212,35.8009,"PRI",0,10.1596268952802,1,60.4,12.3,0.397
"1426",1422,1273381210,9,5,2010,14,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208,0,0,0,0,0,0,0,9999,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010-05-09,14038,0,108.088309185,"Guachinango",4323,1668,1301.91,331.179,"OTHER",0,2.66473342159582,0,58,8,0.407
"1427",1423,1273381210,9,5,2010,28,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208,0,1,0,0,0,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-05-09,28016,0,63.9060569966,"Hidalgo",23793,2132,458.479,339.117,"PRI",0,13.4538382339354,1,65.2,12,0.38
"1428",1424,1273467610,10,5,2010,18,17,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1209,0,1,0,0,0,1,0,9999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010-05-10,18017,1,0,"Tepic",380249,2312,690.549,390.412,"PRI",0,25.0480682503149,1,20.6,2,0.448
"1429",1425,1273467610,10,5,2010,8,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,132,0,0,0,0,0,1209,0,0,0,0,0,0,1,6,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2010-05-10,8041,0,200.82793554,"Maguarichi",1921,1755,2066.6,286.495,"PRI",0,3.66597410539801,0,89,47,0.425
"1430",1426,1273467610,10,5,2010,8,45,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,0,1,0,0,0,1,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-05-10,8045,0,69.5321259491,"Meoqui",43833,370,1161.06,35.7658,"PRI",0,49.9836910003582,1,29,1.9,0.397
"1431",1427,1273554010,11,5,2010,16,53,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1210,0,1,0,0,0,1,1,9999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010-05-11,16053,1,0,"Morelia",729279,1648,2178.85,191.526,"PRI",0,70.9040105214525,1,38,5.9,0.475
"1432",1428,1273554010,11,5,2010,28,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1210,0,0,0,0,1,1,0,9,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2010-05-11,28040,0,252.675680114,"Valle Hermoso",63170,32,15.0827,4.24674,"PRI",0,28.1132343321578,1,49.9,4.9,0.413
"1433",1429,1273554010,11,5,2010,19,28,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,144,15,1512,55875,15,0,0,0,0,1210,0,1,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2010-05-11,19028,0,43.8361612105,"Higueras",1594,1131,717.282,221.541,"PRI",0,1.94702628883482,1,26.3,2.1,0.379
"1434",1430,1273726810,13,5,2010,8,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212,0,0,0,0,0,0,0,9999,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010-05-13,8019,1,0,"Chihuahua",819543,1563,1687.78,261.269,"PRI",0,11.7676660312364,1,27,2,0.422
"1435",1431,1273726810,13,5,2010,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212,0,0,0,0,0,0,0,9999,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010-05-13,17015,0,21.4267238063,"Miacatl<e1>n",24990,1325,1242.56,238.161,"PRI",0,46.0802034918338,1,69,19.7,0.431
"1436",1432,1273726810,13,5,2010,25,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1212,0,1,0,0,0,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-05-13,25001,0,190.678327638,"Ahome",416299,625,15.993,40.5751,"PAN-PRD",1,20.1643189413283,1,30.6,3.2,0.43
"1437",1433,1273813210,14,5,2010,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,619,1,0,1,0,0,1213,0,0,0,0,0,0,1,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2010-05-14,25001,0,190.678327638,"Ahome",416299,625,15.993,40.5751,"PAN-PRD",1,20.1643189413283,1,30.6,3.2,0.43
"1438",1434,1273813210,14,5,2010,10,16,0,6,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,0,0,0,0,0,0,0,9999,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010-05-14,10016,0,46.7310134933,"Nombre de Dios",18488,1089,1937.28,160.996,"PRI",0,13.1343915656114,1,63.8,11,0.419
"1439",1435,1273813210,14,5,2010,8,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,1213,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2010-05-14,8019,1,0,"Chihuahua",819543,1563,1687.78,261.269,"PRI",0,11.7676660312364,1,27,2,0.422
"1440",1436,1273899610,15,5,2010,19,39,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1214,0,1,0,1,0,0,0,9999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010-05-15,19039,1,0,"Monterrey",1135550,1748,737.836,280.563,"PAN",1,87.7745616696618,1,21,1.8,0.455
"1441",1437,1273899610,15,5,2010,12,64,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,0,0,0,0,0,0,1,9999,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010-05-15,12064,0,141.249895289,"Tlalchapa",11495,1309,609.029,293.708,"PAN",1,16.0206950073413,1,67.1,27.3,0.479
"1442",1438,1273986010,16,5,2010,8,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1215,0,1,0,0,0,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-05-16,8036,0,199.690966418,"Jim<e9>nez",41265,1186,1420.33,173.833,"PAN",1,4.4325637332344,1,43.2,3.5,0.423
"1443",1439,1273986010,16,5,2010,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,0,3,0,1,0,0,1215,0,1,0,0,0,1,1,9999,9999,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2010-05-16,6002,1,0,"Colima",146904,1367,501.079,180.95,"PRI",0,46.259821672209,1,27.9,1.4,0.45
"1444",1440,1274072410,17,5,2010,26,65,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,2,0,11,312,2,0,1,0,0,1216,0,1,0,0,0,0,1,3,5,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2010-05-17,26065,0,203.497213032,"Tubutama",1735,1030,828.009,132.222,"PAN",1,2.79680823926831,0,63.2,9,0.421
"1445",1441,1274072410,17,5,2010,16,52,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1216,0,1,0,0,0,0,0,9999,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010-05-17,16052,0,220.27926981,"L<e1>zaro C<e1>rdenas",178817,1026,190.041,181.839,"PRI",0,25.7927660756788,1,39.9,6,0.422
"1446",1442,1274072410,17,5,2010,2,3,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,2,58,0,0,0,0,0,1216,0,0,0,0,0,1,1,9999,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010-05-17,2003,0,103.045348123,"Tecate",101079,1549,977.071,343.803,"PRI",0,18.8088196483212,1,20.3,1.6,0.445
"1447",1443,1274072410,17,5,2010,8,65,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216,0,1,0,0,0,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-05-17,8065,0,235.343494427,"Urique",20386,2465,1575.08,558.967,"PRI",0,9.15358850300481,0,86.8,43.1,0.485
"1448",1444,1274158810,18,5,2010,30,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217,0,1,0,0,0,0,0,9999,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010-05-18,30193,0,89.2925129256,"Veracruz",552156,119,24.644,18.751,"PRI",0,135.655721892188,1,30.9,4.7,0.466
"1449",1445,1274158810,18,5,2010,2,4,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1217,0,1,0,0,0,1,0,9999,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010-05-18,2004,0,138.36065646,"Tijuana",1559683,1283,375.162,222.34,"PRI",0,51.1234879138975,1,32.8,3.5,0.438
"1450",1446,1274158810,18,5,2010,28,35,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,34,703,1,0,1,0,0,1217,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2010-05-18,28035,0,158.252212983,"San Fernando",57220,211,26.8212,35.8009,"PRI",0,10.1596268952802,1,60.4,12.3,0.397
"1451",1447,1274158810,18,5,2010,30,131,4,1,1,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1217,0,1,0,0,0,0,1,9999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010-05-18,30131,0,124.085531347,"Poza Rica de Hidalgo",193311,280,85.1743,44.058,"PRI",0,80.9550616699656,0,35.6,5.7,0.44
"1452",1448,1274245210,19,5,2010,8,37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,40,2600,6,0,0,0,0,1218,0,1,0,0,0,1,0,10,5,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2010-05-19,8037,0,346.779154561,"Ju<e1>rez",1332131,748,1254.52,81.1265,"PRI",0,19.8967400687586,1,37.7,4.8,0.419
"1453",1449,1274245210,19,5,2010,28,34,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,32,655,2,0,1,0,0,1218,0,1,0,0,0,0,1,9999,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2010-05-19,28034,0,96.4678953234,"San Carlos",9331,1641,424.822,224.275,"PRI",0,13.3930306846591,1,77.4,20.3,0.404
"1454",1450,1274245210,19,5,2010,8,65,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218,0,1,0,0,0,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-05-19,8065,0,235.343494427,"Urique",20386,2465,1575.08,558.967,"PRI",0,9.15358850300481,0,86.8,43.1,0.485
"1455",1451,1274331610,20,5,2010,28,38,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,16,448,1,0,1,0,0,1219,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2010-05-20,28038,0,212.618961736,"Tampico",297554,40,4.28635,9.40359,"PRI",0,106.610055875654,1,27.4,2.9,0.442
"1456",1452,1274331610,20,5,2010,19,39,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,1,7,1,0,0,0,0,1219,0,1,0,0,0,1,0,10,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2010-05-20,19039,1,0,"Monterrey",1135550,1748,737.836,280.563,"PAN",1,87.7745616696618,1,21,1.8,0.455
"1457",1453,1274331610,20,5,2010,18,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219,0,1,0,0,0,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-05-20,18008,0,7.08232319647,"Xalisco",49102,2159,924.543,372.557,"PRI",0,27.4576679539595,0,37,4.3,0.42
"1458",1454,1274331610,20,5,2010,8,11,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219,0,1,0,0,0,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-05-20,8011,0,135.033463,"Camargo",48748,1210,1438.49,119.784,"PAN",1,3.81733632603273,1,38.5,4.1,0.424
"1459",1455,1274418010,21,5,2010,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,26,1050,1,0,0,0,0,1220,0,0,0,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2010-05-21,19013,0,104.816517557,"China",10864,284,142.899,31.9128,"PRI",0,6.84664053366729,1,45.4,4.1,0.414
"1460",1456,1274418010,21,5,2010,28,23,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1220,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010-05-21,28023,0,163.3902049,"M<e9>ndez",4530,275,109.552,48.8097,"PAN",1,10.3263780470155,1,58.4,13,0.386
"1461",1457,1274418010,21,5,2010,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220,0,0,0,0,0,1,0,9999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010-05-21,8002,0,27.1991170195,"Aldama",22302,1379,1294.33,165.68,"PRI",0,2.90983900390913,0,44.1,2.3,0.388
"1462",1458,1274418010,21,5,2010,28,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220,0,1,0,0,0,1,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-05-21,28014,0,314.170689969,"Guerrero",4477,137,120.535,20.0086,"PRI",0,5.48714276575884,1,73.3,1.7,NA
"1463",1459,1274504410,22,5,2010,8,28,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221,0,1,0,0,0,0,0,9999,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2010-05-22,8028,0,305.221457383,"Guadalupe",6458,1272,1351.57,191.471,"PRI",0,0.430545398714149,1,51.6,8.4,0.362
"1464",1460,1274504410,22,5,2010,18,17,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1221,0,1,0,0,0,1,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-05-22,18017,1,0,"Tepic",380249,2312,690.549,390.412,"PRI",0,25.0480682503149,1,20.6,2,0.448
"1465",1461,1274504410,22,5,2010,14,71,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,66,2273,3,0,0,0,0,1221,0,1,0,0,0,0,1,10,9999,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2010-05-22,14071,0,41.7329443505,"San Crist<U+000E286C> de la Barranca",3176,1550,1442.53,380.168,"PAN",1,10.2281638234561,0,66.7,11.5,0.393
"1466",1462,1274590810,23,5,2010,28,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2049,0,0,1,0,0,1222,0,1,0,0,1,1,0,6,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010-05-23,28032,0,275.38301462,"Reynosa",608891,207,82.5907,37.1785,"PRI",0,21.9021735871254,1,33.7,3.5,0.409
"1467",1463,1274590810,23,5,2010,25,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,0,1,0,0,0,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-05-23,25003,0,63.2751164321,"Badiraguato",29999,2729,870.8,527.308,"PRI",0,5.83939829476875,1,74.8,21.1,0.423
"1468",1464,1274677210,24,5,2010,8,2,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1223,0,0,0,0,0,0,0,9999,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-05-24,8002,0,27.1991170195,"Aldama",22302,1379,1294.33,165.68,"PRI",0,2.90983900390913,0,44.1,2.3,0.388
"1469",1465,1274763610,25,5,2010,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1224,0,0,0,0,0,1,0,9999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010-05-25,28027,0,417.478062772,"Nuevo Laredo",384033,167,159.275,26.1121,"PRI",0,32.9026478824833,1,37.6,3.5,0.413
